"8173928","abate","(v.) become less in amount or intensity","Your enthusiasm for skiing might abate after falling off a ski lift and getting a mouthful of snow."
"8174093","paragon","(adj.) a perfect embodiment of a concept","The downtown area is a paragon for urban renewal, the locals are proud and hospitable, and, most importantly, the city boasts a kick-ass beer scene."
"8174094","autonomous","(adj.) a perfect embodiment of a concept","Once you move out of your parents' house and get your own job, you will be an autonomous member of the family."
"8174095","diffuse","(adj.) spread out; not concentrated in one place","If lots of people in school believe invisible angels are everywhere, you could say that opinion is diffuse."
"8174096","exigency","(n.) a pressing or urgent situation","Many patients struggle in their role as women, something that has taken on a particular exigency because of drastic changes in gender dynamics."
"8174097","inherent","(adj.) existing as an essential constituent or characteristic","Anticipating how much our tastes will change is hard because we cannot see past our inherent resistance to the unfamiliar."
"8174098","partisan","(adj.) a fervent and even militant proponent of something","
If something is prejudicial towards a particular point of view, you can call it partisan. You'll often hear of the partisan politics in the U.S.— since politicians seem to be completely devoted to the agendas of their own parties."
"8174099","aver","(v.) to declare or affirm solemnly and formally as true","Ultimately, they aver, neuroscience can indeed change our minds — but social and political understanding of the issues must be factored in."
"8174100","digression","(n.) a turning aside","When your essay about French cooking starts describing a childhood trip to Disneyland, it's taken a digression — it's strayed from the main topic."
"8174101","extrapolation","(n.) an inference about the future based on known facts","His extrapolation of broad support among minorities appears to be based on one of two cases of violence by minorities against his protesters."
"8174102","innocuous","(adj.) not injurious to physical or mental health","Public figures like mayors and governors have to expect they'll get critical or even hurtful emails and phone calls, as well as more innocuous feedback."
"8174103","pathological","(adj.) relating to the study of diseases","There is a pathological gambling addiction so that no matter what he thought at the end of the day, he bet it all."
"8174104","banal","(adj.) repeated too often; overfamiliar through overuse","And his life is just one painfully banal blow after another."
"8174105","dirge","(n.) As you might imagine, a dirge is usually quite sad. Another word with a similar meaning that you might know is “requiem.”","Many cultures have linked weddings with death, often in the form of a bridal dirge about saying farewell to the family."
"8174106","facetious","(adj.) cleverly amusing in tone","Back in the 1920s, the writer Karel Capek said Cesko was “not musical”; for foreigners “it even sounds a little facetious.”"
"8174107","insensible","(adj.) barely able to be perceived","The adjective insensible is used to describe someone who is unconscious. If you keep your bowling ball on the top shelf of the closet and it rolls out and conks you on the head, you will be probably rendered insensible."
"8174108","paucity","(n.) an insufficient quantity or number","Given the relative paucity of hotels in the area, many England fans are expected to stay in Lille — a bigger city about 25 miles away."
"8174109","belie","(v.) be in contradiction with","If you are 93 but look like you are 53, then your young looks belie your age."
"8174110","disabuse","(v.) free somebody from an erroneous belief","Many teachers of health find that when they teach, they spend as much energy disabusing kids of false beliefs as they do giving them the facts."
"8174111","facilitate","(v.) make easier","If your best friend is very shy, you could facilitate her efforts to meet new people."
"8174112","insinuate","(v.) suggest in an indirect or covert way; give to understand","He insinuated that Muslim Americans, like Mexican Americans, were disloyal."
"8174113","pedantic","(adj.) marked by a narrow focus on or display of learning","Part of what keeps the sorority girls’ feminist teachings from ever feeling pedantic is that they’re not aimed, at least directly, at the audience."
"8174114","beneficent","(adj.) doing or producing good","If you're a beneficent person, you probably spend a lot of your time volunteering at soup kitchens or homeless shelters, helping people who are less fortunate than you are."
"8174115","discerning","(adj.) having or revealing keen insight and good judgment","Discerning people pick up on subtle traits and are good judges of quality — they're the ones that can tell if your cupcakes are homemade from the finest ingredients or totally from a box mix."
"8174116","fallacious","(adj.) containing or based on incorrect reasoning","Something fallacious is a mistake that comes from too little information or unsound sources.  Predictions that the whole state of California will snap off from the rest of North America and float away have proven to be fallacious — for now, anyway.
"
"8174117","insipid","(adj.) lacking in flavor or interest","Something insipid is lacking in flavor or interest."
"8174118","penchant","(n.) a strong liking","If you have a penchant for hot pot, you either eat it daily, or wish you did."
"8174119","bolster","(v.) support and strengthen","When you cheer up a friend who's feeling down, you bolster them."
"8174120","discordant","(adj.) not in agreement or harmony","If you believe that movies should entertain, but your friend insists that movies should inspire, then the two of you hold discordant views on the purpose of movies."
"8174121","fatuous","(adj.) devoid of intelligence","In response, the board majority and its industry overlords have offered some of the most fatuous defenses heard from a public body in years."
"8174122","insularity","(n.) the state of being isolated or detached","For centuries, Britain has been a sort of diluted Japan: an island on the edge of a great continental mass, proud of its insularity."
"8174123","penury","(n.) a state of extreme poverty or destitution","Economic downturns, job loss, shopping sprees, and weekends at the high rollers' table in Vegas can lead to penury."
"8174124","bombastic","(adj.) ostentatiously lofty in style","Apple’s political stand against Trump, communicated privately to Republicans, is a sign of the widening schism between Silicon Valley and the GOP’s bombastic presumptive nominee."
"8174125","discredit","(n.) the state of being held in low esteem","“your actions will bring discredit to your name”"
"8174126","fawning","(adj.) attempting to win favor by flattery","WoW is so popular that there are professional players who are treated like movie stars, complete with sponsorship deals with fawning groupies."
"8174127","intractable","(adj.) difficult to manage or mold","Can't manage your stubborn little brother who won't do what anyone says? You could call him intractable."
"8174128","perennial","(adj.) lasting three seasons or more","If you fight with your parents every year over whether they really must invite your annoying cousins for Thanksgiving, you could call that a perennial conflict."
"8174129","boorish","(adj.) ill-mannered and coarse in behavior or appearance","If your cousin tells revolting jokes, belches, and smells like he spent the winter in a cave, he could be described as boorish — an adjective used for people with bad manners and a sloppy appearance."
"8174130","discrepancy","(n.) a difference between conflicting facts or claims or opinions","If there is a discrepancy between the money you earned and the number on your paycheck, you should complain to your boss."
"8174131","felicitous","(adj.) exhibiting an agreeably appropriate manner or style","Felicitous words you write on your friend's birthday card are the ones that perfectly suit the occasion and make her happy when she reads them."
"8174132","intransigence","(n.) stubborn refusal to compromise or change","If you refuse to compromise with your sister about whose turn it is to do the dishes, your mother might accuse you both of intransigence."
"8174133","perfidious","(adj.) tending to betray","My view was that Pakistan was playing a perfidious and dangerous double game and needed to be called on it."
"8174134","burgeon","(n.) grow and flourish","If you have a green thumb, in the spring your flower gardens may burgeon. If you don't have a green thumb, your collection of plastic plants may burgeon."
"8174135","fervor","(n.) feelings of great warmth and intensity","Use fervor to describe an intensity of emotion or expression. Fans of the Los Angeles Dodgers show so much fervor that they ""bleed Dodger blue."""
"8174136","inundate","(v.) fill or cover completely, usually with water","Your bathroom could be inundated with water if the pipes burst, and hopefully your inbox is inundated with nice emails on your birthday."
"8174137","perfunctory","(adj.) hasty and without attention to detail; not thorough","If you give someone a gift and they look at it like it's roadkill and say nothing about it but a perfunctory ""thank you,"" you might not be giving them another one anytime soon."
"8174138","burnish","(v.) polish and make shine","The young man burnishes his Porsche until it seems to gleam with pride."
"8174139","disingenuous","(adj.) not straightforward or candid","“The prime minister has led a very disingenuous campaign on the most crucial question our country will face in my lifetime,” he said."
"8174140","flag","(n.) a rectangular piece of cloth of distinctive design","The coffins were draped in the Bangladeshi flag – a red disc on a green background."
"8174141","permeable","(adj.) allowing fluids or gases to pass or diffuse through","I wish I hadn't worn my permeable sweater to the picnic when the weatherman called for thunderstorms. The rain seeped right through the fabric, soaking me to the skin."
"8174142","buttress","(n.) a support usually of stone or brick (v.)  make stronger or defensible","You may find that giving compliments to everyone you meet buttresses your popularity."
"8174143","disinterested","(adj.) unaffected by concern for one's own welfare","If you can't decide whether to purchase the shirt with orange polka dots or the purple paisley-patterned one, you might seek input from a disinterested, or unbiased, party (who will probably tell you not to buy either one)."
"8174144","fledgling","(n.) young bird that has just fledged or become capable of flying","The Guardian’s Beijing correspondent asks if Britain’s fledgling “golden relationship” with China could be in jeopardy."
"8174145","Invective","(n.) abusive language used to express blame or censure","Invective is harsh, abusive language, like, ""you dirty rotten scoundrel."
"8174146","pervasive","(adj.) spreading or spread throughout","But how did asking ""what's trending?"" become such a pervasive online trend?"
"8174147","cacophonous","(adj.) having an unpleasant sound","The lyrical streets, colorful personalities, and cacophonous eateries are practically extinct."
"8174148","disjointed","(adj.) taken apart at the points of connection","But she did not want too many more of those moments, because they shifted her balance, left her spirit vaguely disjointed."
"8174149","flout","(v.) treat with contemptuous disregard","In an interview on Wisconsin television this week, Ryan said he would not allow Democrats to continue flouting the rules of the House."
"8174150","irascible","(adj.) quickly aroused to anger","If you're irascible, you get angry easily — perhaps blowing up in rage when someone brushes into you."
"8174151","phlegmatic","(adj.) showing little emotion","People who are phlegmatic are just a little dull in expressing feelings or showing emotion."
"8174152","capricious","(adj.) determined by chance or impulse rather than by necessity","Capricious is an adjective to describe a person or thing that's impulsive and unpredictable, like a bride who suddenly leaves her groom standing at the wedding altar."
"8174153","dismiss","(v.) stop associating with","At the end of a lesson period, your teacher says, ""class dismissed."
"8174154","foment","(vt.) try to stir up","Russia has nurtured discord inside the European Union by supporting an array of small, extremist political parties that foment nationalist anger in different countries."
"8174155","irresolute","(adj.) uncertain how to act or proceed","Irresolute describes someone who feels stuck."
"8174156","piety","(n.) righteousness by virtue of being pious","Piety is devotion to God or to religious practices. Nuns who pray all day long are famous for their piety. If you have filial piety it means you're devoted to your parents."
"8174157","castigation","(n.) verbal punishment","If your coach yells at your team for sloppy play, his post-game speech might be called a castigation."
"8174158","disparage","(vt.) express a negative opinion of","If you haven't got anything nice to say, then it's time to disparage someone. It means to belittle or degrade a person or idea."
"8174159","forestall","(vt.) keep from happening or arising; make impossible","To forestall the effects of aging, exercise and take care of your health all your life."
"8174160","itinerary","(n.) an established line of travel or access","An itinerary is your travel plan — where you will go and when you will be there."
"8174161","placate","(vt.) cause to be more favorably inclined","When a husband shows up with flowers after he's fought with his wife, he's trying to placate her."
"8174162","catalyst","(n.) substance that initiates or accelerates a chemical reaction","A catalyst is an event or person causing a change. Getting kicked out of your parents' house might be a catalyst for becoming more independent."
"8174163","disparate","(adj.) fundamentally different or distinct in quality or kind","The trunk of some people's cars may contain items as disparate as old clothes, rotting food, and possibly a missing relative."
"8174164","frugality","(n.) prudence in avoiding waste","If you try to avoid waste by reusing and repurposing items that most people would throw away, your frugality will save you money."
"8174165","laconic","(adj.) brief and to the point","Laconic is an adjective that describes a style of speaking or writing that uses only a few words, often to express complex thoughts and ideas."
"8174166","plasticity","(n.) the property of being physically malleable","Plasticity means ""changeability"" or ""moldability"" — clay has a lot of plasticity, but a rock has almost none."
"8174167","caustic","(adj.)capable of destroying or eating away by chemical action","The lawsuits have, at times, devolved into a war of words, with both sides releasing caustic statements."
"8174168","dissemble","(v.) behave unnaturally or affectedly; to deceive","When confronted about their human rights record, the Chinese government typically dissembles."
"8174169","futile","(adj.) producing no result or effect","Hopefully all the time you're spending studying vocabulary won't turn out to be futile!"
"8174170","lassitude","(n.) a feeling of lack of interest or energy","If you are feeling lassitude, you're weary and just can't be bothered. Couch potatoes make lassitude into an art form"
"8174171","platitude","(n.) a trite or obvious remark","His employees might get sick of listening to these meaningless clichés and tell him to cut the platitudes."
"8174172","plethora","(n.) extreme excess","If you have 15 different people who want to take you on a date, you have a plethora of romantic possibilities."
"8174173","propitiate","(v.) make peace with","If you forgot flowers on your Mom's birthday, you can still propitiate her by sending a bouquet the next day."
"8174174","rescind","(v.) cancel officially","Carter made it known last July that he intended to rescind the ban on transgender service members serving in the military, calling it outdated."
"8174175","sporadic","(adj.) recurring in scattered or unpredictable instances","The mail carrier comes every day but the plumber's visits are sporadic––he comes as needed."
"8174176","tractable","(adj.) easily managed","If your little brother quietly obeys your instructions and waits for you at the food court while you and your friends wander around the mall, he's probably a tractable child, meaning he's obedient, flexible, and responds well to directions."
"8174177","plummet","(v.) drop sharply","The verb plummet means ""to drop sharply, like eagles that plummet toward earth, seeking prey, or school attendance that plummets when there is a flu outbreak."
"8174178","propriety","(n.) correct behavior","If you are someone who cares about always doing the right and proper thing, your friends might accuse you of being obsessed with propriety and beg you to loosen up."
"8174179","resolution","(n.) a decision to do something or to behave in a certain manner","Israeli officials have repeatedly said Arab nations band together to propose resolutions that impact Israel at the U.N."
"8174180","stigma","(n.) a symbol of disgrace or infamy","If something has a negative association attached to it, call this a stigma."
"8174181","transgression","(n.) the violation of a law or a duty or moral principle","Whether you are cheating on a test, or cheating on a spouse, you are committing transgressions that are not easily forgiven."
"8174182","porous","(adj.) full of holes or vessels","A sponge is porous, and if the border between countries is open for anyone to cross easily, it too can be called porous."
"8174183","proscribe","(v.) command against","To proscribe something is to forbid or prohibit it, as a school principal might proscribe the use of cell phones in class."
"8174184","resolve","(vt.) find a solution or answer","A college's board of directors might resolve to recruit more minority students."
"8174185","stint","(n.) supply sparingly and with restricted quantities","The rookie was recalled earlier Sunday from Triple-A Scranton/Wilkes-Barre, his third stint with the big league team this year."
"8174186","truculence","(n.) obstreperous and defiant aggressiveness","If you get into fights all of the time, you might be accused of truculence and sent for anger management classes."
"8174187","pragmatic","(adj.) concerned with practical matters","She has proved to be an effective and pragmatic leader."
"8174188","pungent","(adj.) strong and sharp","Use pungent to describe a taste or smell that gives a sharp sensation. ""The atmosphere was pungent with the odor of stale sweat."""
"8174189","reticent","(adj.) quiet, restrained, reluctant to draw attention to yourself","Reticent means either quiet or restrained. If you're reticent about your feelings, you like to keep them to yourself, and you're probably quiet in rowdy groups where everyone is talking over each other."
"8174190","stipulate","(v.) make an express demand or provision in an agreement","To stipulate something means to demand that it be part of an agreement. When you make a contract or deal, you can stipulate that a certain condition must be met."
"8174191","vacillate","(v.) be undecided about something","You might vacillate between ordering waffles and pancakes at your favorite diner — it’s hard to pick just one when both are so tasty!"
"8174192","preamble","(n.) a brief introduction to a speech or constitution","It seemed clear this circling was the preamble to something worse."
"8174193","reverent","(adj.) feeling or showing profound respect or veneration","When you have great awe and respect for someone or something, and you show it by respectfully worshiping that person, thing, deity, or musical group, you are being reverent."
"8174194","stolid","(adj.) having or revealing little emotion or sensibility","A stolid person can’t be moved to smile or show much sign of life, in much the same way as something solid, like a giant boulder, is immovable."
"8174195","venerate","(v.) regard with feelings of respect and reverence","Fini said, he wants to call as a witness the Falun Gong’s venerated founder and leader, Li Hongzhi."
"8174196","precarious","(adj.) not secure; beset with difficulties","Grab for the adjective precarious when something is unstable, dangerous or difficult and likely to get worse. Are you totally broke and the people you owe money to keep calling? You're in a precarious financial situation!"
"8174197","quibble","(v.) pick a mini-fight over something that doesn't really matter.","Let's not quibble over price,"" people will say, usually when they plan to gouge you."
"8174198","sage","(n.) a mentor in spiritual and philosophical topics","Thanks to the sage advice of your friend, you didn't write your teacher an angry e-mail!"
"8174199","striate","(v.) mark with stripes","Since planning this Utah vacation, I had been coming across aerial photos of a gooseneck turn in the Colorado River that weaves among striated cliffs."
"8174200","veracious","(adj.) habitually speaking the truth","Someone who is veracious speaks the truth — like your brutally honest friend who always lets you know what she thinks about your outfits, your hairstyle, your lasagna recipe, and your taste in movies."
"8174201","precipitate","(v.) bring about abruptly","Precipitate usually means ""bringing something on"" or ""making it happen"" — and not always in a good way."
"8174202","quiescent","(adj.) being quiet or still or inactive","Sandy enjoys the quiescent moments lying in a hammock on a beautiful summer Sunday."
"8174203","salubrious","(adj.) promoting health; healthful","Salubrious is a fancy way to describe something that’s good for you or is generally favorable to mind or body, but it need not be limited to describing healthy foods or liquids."
"8174204","strut","(v.) to walk with a lofty proud gait","When you strut, you walk with a proud swagger that has a little arrogance thrown in, like the prance of a running back who has just flown past the 250-pound linebackers and planted the ball in the end zone."
"8174205","verbose","(adj.) using or containing too many words","If you're verbose, you use far more words than you need to."
"8174206","precursor","(n.) something indicating the approach of something or someone","Pride is a precursor to the fall."
"8174207","rarefied","(adj.) of high moral or intellectual value","Use the adjective rarefied to describe things that are so stylish, smart, or moral that they seem elevated above the ordinary, like the rarefied conversation of brilliant scholars."
"8174208","sanction","(n.) official permission or approval; the act of punishing","Sanction has two nearly opposite meanings: to sanction can be to approve of something, but it can also mean to punish, or speak harshly to."
"8174209","subpoena","(n.) a writ issued to compel the attendance of a witness","A subpoena is a document that requires its recipient to appear in court as a witness."
"8174210","viable","(adj.) capable of life or normal growth and development","A viable seed can develop into a plant, while a viable company has the resources to succeed."
"8174211","presumptuous","(adj.) excessively forward","While it would be “presumptuous” to agree, “If memory serves, when I started out all color was absent from fashion,” he added."
"8174212","recalcitrant","(adj.) stubbornly resistant to authority or control","Meanwhile, the National Liberation Army, a much smaller but more recalcitrant rebel group, hasn't started peace talks."
"8174213","satiate","(v.) fill to satisfaction","If you just can't get enough popcorn, even the jumbo tub at the movie theater may not be enough to satiate, or satisfy, your desire."
"8174214","subside","(v.) sink to a lower level or form a depression","Now, even as the market panic subsides, Brexit is raising existential questions about London’s future as one of the world’s great financial capitals."
"8174215","viscous","(adj.) having a relatively high resistance to flow","If something is viscous, you usually don't want to stick your fingers in it — that goes for boogers and maple syrup alike."
"8174216","prevaricate","(v.) be deliberately ambiguous or unclear","When you prevaricate, you lie or mislead."
"8174217","recant","(v.) formally reject or disavow a formerly held belief","He recanted within hours, saying that doctors who perform abortions should be held legally responsible;"
"8174218","saturate","(v.) infuse or fill completely","A heavy rainstorm can saturate the ground, leaving puddles on the lawn because no more water can be absorbed."
"8174219","substantiate","(v.) establish or strengthen as with new evidence or facts","We’d really like to believe in the Tooth Fairy; however, more evidence is needed to substantiate her existence (besides that quarter in your pocket)."
"8174220","vituperative","(adj.) marked by harshly abusive criticism","Use the adjective vituperative to describe criticism that's so sharp it hurts."
"8174221","pristine","(adj.) immaculately clean and unused","Please check your shoes before walking on a pristine white carpet..."
"8174222","recluse","(n.) one who lives in solitude","Dickinson is often portrayed as some white gossamer recluse, completely divorced from the world outside her bedroom—but that is not really true."
"8174223","savor","(v.) the taste experience when a savoury condiment is tasted","Whether it’s a feeling of joy or a piece of pecan pie — when you savor something, you enjoy it to the fullest."
"8174224","supercede","(v.) take the place or move into the position of","And the Supreme Court has held that national-party rules supercede State laws."
"8174225","volatile","(adj.) liable to lead to sudden change or violence","Watch out when a situation becomes volatile — it is likely to change for the worse suddenly."
"8174226","probity","(n.) complete and confirmed integrity","I am a model of probity and people find my presence reassuring."
"8174227","recondite","(adj.) difficult to penetrate; incomprehensible to one of ordinary understanding or knowledge","Then again, it was impressive to witness the intense interest that this recondite author still arouses."
"8174228","secrete","(vt.) generate and separate from cells or bodily fluids","When you squeeze a lemon, it secretes juice."
"8174229","supposition","(n.) a guess or hypothesis","Your supposition that your kids will automatically wash their hands before dinner is probably false. You'd best remind them to do it or risk dirty hands at dinner."
"8174230","unwarranted","(adj.) incapable of being justified or explained","He singled out major research hospitals for poor collaboration and drug companies for unwarranted price hikes."
"8174231","problematic","(adj.) making great mental demands","Metro station design and function will continue to be problematic."
"8174232","refractory","(adj.) stubbornly resistant to authority or control","The dog is refractory, or stubbornly resisting your authority."
"8174233","shard","(n.) a broken piece of a brittle artifact","If you break a mirror, the thin sharp pieces you want to avoid are shards."
"8174234","tacit","(adj.) implied by or inferred from actions or statements","Something tacit is implied or understood without question. Holding hands might be a tacit acknowledgment that a boy and girl are dating."
"8174235","wary","(adj.) marked by keen caution and watchful prudence","Be wary of risky things like wild mushrooms and Internet deals!"
"8174236","prodigal","(adj.) recklessly wasteful","Use the adjective prodigal to describe someone who spends too much money, or something very wasteful."
"8174237","refute","(v.) overthrow by argument, evidence, or proof","When the kids you're babysitting swear they brushed their teeth, you can refute their claim by presenting the dry toothbrushes."
"8174238","skeptic","(n.) someone who habitually doubts accepted beliefs","A skeptic is a doubter. The guy who's ready to poke holes in the most brilliant argument you've ever made."
"8174239","tangential","(adj.) of superficial relevance if any","Granot said African countries may be responsive to supporting Israel because the Palestinian cause is ""tangential"" to them."
"8174240","welter","(n.) a confused multitude of things","Use the noun welter to describe an enormous, messy pile, like the jumble of papers, coffee mugs, pens, and food wrappers on the desk of the messiest person in the office."
"8174241","relegate","(v.) assign to a lower position","If the quarterback of the football team stops making decent throws he might be relegated to the position of benchwarmer, while another kid is given the chance to play."
"8174242","tenuous","(adj.) very thin in gauge or diameter","If you try to learn a complicated mathematical concept by cramming for 45 minutes, you will have a tenuous grasp of that concept, at best."
"8174243","prohibitive","(adj.) tending to discourage, especially of prices","If something's so expensive you can't touch it, it's prohibitive. That Ferrari in the showroom? You may want it, but its price is prohibitive."
"8174244","reproach","(n.) mildly criticize","If you show poor manners at your grandmother's dinner table, she will reproach you."
"8174245","soporific","(adj.) sleep inducing","Certain medicines, but also extreme coziness, can have a soporific effect."
"8174246","tirade","(n.) a speech of violent denunciation","A BBC presenter is moved to tears as she describes the racist tirade she faced in Coventry city centre."
"8174247","zealot","(n.) a fervent and even militant proponent of something","The hamburger zealot was so fanatical about his burgers that he camped outside his favorite fast-food joint for hours every morning, waiting for it to open."
"8174248","proliferate","(v.) grow rapidly","Bunny rabbits have a habit of proliferating, as do dandelions in untended gardens and funny YouTube videos on the internet."
"8174249","reprobate","(n.) a person without moral scruples","There's no way around it, a reprobate is a bad egg."
"8174250","specious","(adj.) plausible but false","Use specious to describe an argument that seems to be good, correct, or logical, but is not so."
"8174251","torpor","(n.) a state of motor and mental inactivity","After a huge Thanksgiving meal, my family members fall into a torpor; no one can even pick up the TV remote."
"8174252","propensity","(n.) a natural inclination","It is well documented that Bill Clinton has a propensity for being social when he sees someone he knows in public."
"8174253","repudiate","(vt.) refuse to acknowledge, ratify, or recognize as valid","At a campaign event in Pittsburgh, Clinton excoriated Trump and challenged Republicans to repudiate him."
"8174254","spectrum","(n.) a broad range of related objects or values or qualities","There is a wide spectrum of political beliefs in this country, ranging from super conservative to uber-liberal and everything in between."
"8174255","tortuous","(adj.) marked by repeated turns and bends","James Bond drove his custom BMW 120 mph on the road that was tortuous in its twists and turns."
"8174256","discrete","(adj.) constituting a separate entity or part","As her friend drove off, O’Keefe moved her Mustang, which had been parked under a light, to a more discrete spot."
"8174257","qualified","(adj.) meeting the proper standards or requirements for a task","Its hard cheeses are handcrafted in open vats by qualified cheesemakers, not machines."
"8174258","inured","(adj.) made tough by habitual exposure","If you have gotten so many mosquito bites in your life that they no longer bother you, you have become inured to them."
"8174259","whimsical","(adj.) determined by chance or impulse rather than by necessity","This album was largely whimsical and retrospective, with a subtle sense of humour, even through the more serious numbers."
"8174260","solicitous","(adj.) full of anxiety and concern","When you hear the word solicitous, think of your mom — attentive, caring, and concerned."
